time	yield_dtBHt/dt	burn_av_Ti
6.27E-15	0.00E+00	0.00E+00
2.21E-14	0.00E+00	0.00E+00
5.90E-14	0.00E+00	0.00E+00
1.38E-13	0.00E+00	0.00E+00
3.07E-13	0.00E+00	0.00E+00
6.65E-13	0.00E+00	0.00E+00
1.42E-12	0.00E+00	0.00E+00
3.01E-12	0.00E+00	0.00E+00
5.11E-12	0.00E+00	0.00E+00
7.22E-12	0.00E+00	0.00E+00
9.33E-12	0.00E+00	0.00E+00
1.14E-11	0.00E+00	0.00E+00
1.35E-11	0.00E+00	0.00E+00
1.57E-11	0.00E+00	0.00E+00
1.78E-11	0.00E+00	0.00E+00
1.99E-11	0.00E+00	0.00E+00
2.20E-11	0.00E+00	0.00E+00
2.41E-11	0.00E+00	0.00E+00
2.62E-11	0.00E+00	0.00E+00
2.83E-11	0.00E+00	0.00E+00
3.04E-11	0.00E+00	0.00E+00
3.25E-11	0.00E+00	0.00E+00
3.46E-11	0.00E+00	0.00E+00
3.67E-11	0.00E+00	0.00E+00
3.88E-11	0.00E+00	0.00E+00
4.10E-11	0.00E+00	0.00E+00
4.31E-11	0.00E+00	0.00E+00
4.52E-11	0.00E+00	0.00E+00
4.73E-11	0.00E+00	0.00E+00
4.94E-11	0.00E+00	0.00E+00
5.15E-11	0.00E+00	0.00E+00
5.36E-11	0.00E+00	0.00E+00
5.57E-11	0.00E+00	0.00E+00
5.78E-11	0.00E+00	0.00E+00
5.99E-11	0.00E+00	0.00E+00
6.20E-11	0.00E+00	0.00E+00
6.41E-11	0.00E+00	0.00E+00
6.63E-11	0.00E+00	0.00E+00
6.84E-11	0.00E+00	0.00E+00
7.05E-11	0.00E+00	0.00E+00
7.26E-11	0.00E+00	0.00E+00
7.47E-11	0.00E+00	0.00E+00
7.68E-11	0.00E+00	0.00E+00
7.89E-11	0.00E+00	0.00E+00
8.10E-11	0.00E+00	0.00E+00
8.31E-11	0.00E+00	0.00E+00
8.52E-11	0.00E+00	0.00E+00
8.73E-11	0.00E+00	0.00E+00
8.94E-11	0.00E+00	0.00E+00
9.15E-11	0.00E+00	0.00E+00
9.37E-11	0.00E+00	0.00E+00
9.58E-11	0.00E+00	0.00E+00
9.79E-11	0.00E+00	0.00E+00
1.00E-10	0.00E+00	0.00E+00
1.02E-10	0.00E+00	0.00E+00
1.04E-10	0.00E+00	0.00E+00
1.06E-10	0.00E+00	0.00E+00
1.08E-10	0.00E+00	0.00E+00
1.11E-10	0.00E+00	0.00E+00
1.13E-10	0.00E+00	0.00E+00
1.15E-10	0.00E+00	0.00E+00
1.17E-10	0.00E+00	0.00E+00
1.19E-10	0.00E+00	0.00E+00
1.21E-10	0.00E+00	0.00E+00
1.23E-10	0.00E+00	0.00E+00
1.25E-10	0.00E+00	0.00E+00
1.27E-10	0.00E+00	0.00E+00
1.29E-10	0.00E+00	0.00E+00
1.32E-10	0.00E+00	0.00E+00
1.34E-10	0.00E+00	0.00E+00
1.36E-10	0.00E+00	0.00E+00
1.38E-10	0.00E+00	0.00E+00
1.40E-10	0.00E+00	0.00E+00
1.42E-10	0.00E+00	0.00E+00
1.44E-10	0.00E+00	0.00E+00
1.46E-10	0.00E+00	0.00E+00
1.48E-10	0.00E+00	0.00E+00
1.51E-10	0.00E+00	0.00E+00
1.53E-10	0.00E+00	0.00E+00
1.55E-10	0.00E+00	0.00E+00
1.57E-10	0.00E+00	0.00E+00
1.59E-10	0.00E+00	0.00E+00
1.61E-10	0.00E+00	0.00E+00
1.63E-10	0.00E+00	0.00E+00
1.65E-10	0.00E+00	0.00E+00
1.67E-10	0.00E+00	0.00E+00
1.70E-10	0.00E+00	0.00E+00
1.72E-10	0.00E+00	0.00E+00
1.74E-10	0.00E+00	0.00E+00
1.76E-10	0.00E+00	0.00E+00
1.78E-10	0.00E+00	0.00E+00
1.80E-10	0.00E+00	0.00E+00
1.82E-10	0.00E+00	0.00E+00
1.84E-10	0.00E+00	0.00E+00
1.86E-10	0.00E+00	0.00E+00
1.89E-10	0.00E+00	0.00E+00
1.91E-10	0.00E+00	0.00E+00
1.93E-10	0.00E+00	0.00E+00
1.95E-10	0.00E+00	0.00E+00
1.97E-10	0.00E+00	0.00E+00
1.99E-10	0.00E+00	0.00E+00
2.01E-10	0.00E+00	0.00E+00
2.03E-10	0.00E+00	0.00E+00
2.05E-10	0.00E+00	0.00E+00
2.07E-10	0.00E+00	0.00E+00
2.10E-10	0.00E+00	0.00E+00
2.12E-10	0.00E+00	0.00E+00
2.14E-10	0.00E+00	0.00E+00
2.16E-10	0.00E+00	0.00E+00
2.18E-10	0.00E+00	0.00E+00
2.20E-10	0.00E+00	0.00E+00
2.22E-10	0.00E+00	0.00E+00
2.24E-10	0.00E+00	0.00E+00
2.26E-10	0.00E+00	0.00E+00
2.29E-10	0.00E+00	0.00E+00
2.31E-10	0.00E+00	0.00E+00
2.33E-10	0.00E+00	0.00E+00
2.35E-10	0.00E+00	0.00E+00
2.37E-10	0.00E+00	0.00E+00
2.39E-10	0.00E+00	0.00E+00
2.41E-10	0.00E+00	0.00E+00
2.43E-10	0.00E+00	0.00E+00
2.45E-10	0.00E+00	0.00E+00
2.48E-10	0.00E+00	0.00E+00
2.50E-10	0.00E+00	0.00E+00
2.52E-10	0.00E+00	0.00E+00
2.54E-10	0.00E+00	0.00E+00
2.56E-10	0.00E+00	0.00E+00
2.58E-10	0.00E+00	0.00E+00
2.60E-10	0.00E+00	0.00E+00
2.62E-10	0.00E+00	0.00E+00
2.64E-10	0.00E+00	0.00E+00
2.67E-10	0.00E+00	0.00E+00
2.69E-10	0.00E+00	0.00E+00
2.71E-10	0.00E+00	0.00E+00
2.73E-10	0.00E+00	0.00E+00
2.75E-10	0.00E+00	0.00E+00
2.77E-10	0.00E+00	0.00E+00
2.79E-10	0.00E+00	0.00E+00
2.81E-10	0.00E+00	0.00E+00
2.83E-10	0.00E+00	0.00E+00
2.86E-10	0.00E+00	0.00E+00
2.88E-10	0.00E+00	0.00E+00
2.90E-10	0.00E+00	0.00E+00
2.92E-10	0.00E+00	0.00E+00
2.94E-10	0.00E+00	0.00E+00
2.96E-10	0.00E+00	0.00E+00
2.98E-10	0.00E+00	0.00E+00
3.00E-10	0.00E+00	0.00E+00
3.02E-10	0.00E+00	0.00E+00
3.04E-10	0.00E+00	0.00E+00
3.07E-10	0.00E+00	0.00E+00
3.09E-10	0.00E+00	0.00E+00
3.11E-10	0.00E+00	0.00E+00
3.13E-10	0.00E+00	0.00E+00
3.15E-10	0.00E+00	0.00E+00
3.17E-10	0.00E+00	0.00E+00
3.19E-10	0.00E+00	0.00E+00
3.21E-10	0.00E+00	0.00E+00
3.23E-10	0.00E+00	0.00E+00
3.26E-10	0.00E+00	0.00E+00
3.28E-10	0.00E+00	0.00E+00
3.30E-10	0.00E+00	0.00E+00
3.32E-10	0.00E+00	0.00E+00
3.34E-10	0.00E+00	0.00E+00
3.36E-10	0.00E+00	0.00E+00
3.38E-10	0.00E+00	0.00E+00
3.40E-10	0.00E+00	0.00E+00
3.42E-10	0.00E+00	0.00E+00
3.45E-10	0.00E+00	0.00E+00
3.47E-10	0.00E+00	0.00E+00
3.49E-10	0.00E+00	0.00E+00
3.51E-10	0.00E+00	0.00E+00
3.53E-10	0.00E+00	0.00E+00
3.55E-10	0.00E+00	0.00E+00
3.57E-10	0.00E+00	0.00E+00
3.59E-10	0.00E+00	0.00E+00
3.61E-10	0.00E+00	0.00E+00
3.64E-10	0.00E+00	0.00E+00
3.66E-10	0.00E+00	0.00E+00
3.68E-10	0.00E+00	0.00E+00
3.70E-10	0.00E+00	0.00E+00
3.72E-10	0.00E+00	0.00E+00
3.74E-10	0.00E+00	0.00E+00
3.76E-10	0.00E+00	0.00E+00
3.78E-10	0.00E+00	0.00E+00
3.80E-10	0.00E+00	0.00E+00
3.82E-10	0.00E+00	0.00E+00
3.85E-10	0.00E+00	0.00E+00
3.87E-10	0.00E+00	0.00E+00
3.89E-10	0.00E+00	0.00E+00
3.91E-10	0.00E+00	0.00E+00
3.93E-10	0.00E+00	0.00E+00
3.95E-10	0.00E+00	0.00E+00
3.97E-10	0.00E+00	0.00E+00
3.99E-10	0.00E+00	0.00E+00
4.01E-10	0.00E+00	0.00E+00
4.04E-10	0.00E+00	0.00E+00
4.06E-10	0.00E+00	0.00E+00
4.08E-10	0.00E+00	0.00E+00
4.10E-10	0.00E+00	0.00E+00
4.12E-10	0.00E+00	0.00E+00
4.14E-10	0.00E+00	0.00E+00
4.16E-10	0.00E+00	0.00E+00
4.18E-10	0.00E+00	0.00E+00
4.20E-10	0.00E+00	0.00E+00
4.23E-10	0.00E+00	0.00E+00
4.25E-10	0.00E+00	0.00E+00
4.27E-10	0.00E+00	0.00E+00
4.29E-10	0.00E+00	0.00E+00
4.31E-10	0.00E+00	0.00E+00
4.33E-10	0.00E+00	0.00E+00
4.35E-10	0.00E+00	0.00E+00
4.37E-10	0.00E+00	0.00E+00
4.39E-10	0.00E+00	0.00E+00
4.42E-10	0.00E+00	0.00E+00
4.44E-10	0.00E+00	0.00E+00
4.46E-10	0.00E+00	0.00E+00
4.48E-10	0.00E+00	0.00E+00
4.50E-10	0.00E+00	0.00E+00
4.52E-10	0.00E+00	0.00E+00
4.54E-10	0.00E+00	0.00E+00
4.56E-10	0.00E+00	0.00E+00
4.58E-10	0.00E+00	0.00E+00
4.60E-10	0.00E+00	0.00E+00
4.63E-10	0.00E+00	0.00E+00
4.65E-10	0.00E+00	0.00E+00
4.67E-10	0.00E+00	0.00E+00
4.69E-10	0.00E+00	0.00E+00
4.71E-10	0.00E+00	0.00E+00
4.73E-10	0.00E+00	0.00E+00
4.75E-10	0.00E+00	0.00E+00
4.77E-10	0.00E+00	0.00E+00
4.79E-10	0.00E+00	0.00E+00
4.82E-10	0.00E+00	0.00E+00
4.84E-10	0.00E+00	0.00E+00
4.86E-10	3.50E-06	2.23E-16
4.88E-10	0.00E+00	0.00E+00
4.90E-10	0.00E+00	0.00E+00
4.92E-10	0.00E+00	0.00E+00
4.94E-10	0.00E+00	0.00E+00
4.96E-10	0.00E+00	0.00E+00
4.98E-10	1.94E-04	1.32E-14
5.01E-10	6.60E-04	6.04E-14
5.03E-10	0.00E+00	0.00E+00
5.05E-10	0.00E+00	0.00E+00
5.07E-10	0.00E+00	0.00E+00
5.09E-10	4.35E-04	2.78E-14
5.11E-10	6.57E-03	5.43E-13
5.13E-10	1.34E-03	1.56E-13
5.15E-10	0.00E+00	0.00E+00
5.17E-10	0.00E+00	0.00E+00
5.20E-10	3.15E-03	2.02E-13
5.22E-10	3.01E-02	2.42E-12
5.24E-10	5.47E-02	5.51E-12
5.26E-10	3.51E-02	2.39E-12
5.28E-10	6.42E-02	4.47E-12
5.30E-10	2.15E-01	1.64E-11
5.32E-10	6.85E-01	5.76E-11
5.34E-10	7.48E-01	5.93E-11
5.36E-10	1.28E+00	1.05E-10
5.38E-10	3.48E+00	3.07E-10
5.41E-10	6.98E+00	6.34E-10
5.43E-10	9.49E+00	8.79E-10
5.45E-10	1.52E+01	1.43E-09
5.47E-10	3.27E+01	3.26E-09
5.49E-10	5.08E+01	5.09E-09
5.51E-10	6.90E+01	6.98E-09
5.53E-10	1.19E+02	1.26E-08
5.55E-10	2.06E+02	2.26E-08
5.57E-10	2.76E+02	3.01E-08
5.60E-10	3.99E+02	4.49E-08
5.62E-10	6.55E+02	7.67E-08
5.64E-10	9.46E+02	1.12E-07
5.66E-10	1.24E+03	1.48E-07
5.68E-10	1.86E+03	2.31E-07
5.70E-10	2.70E+03	3.39E-07
5.72E-10	3.48E+03	4.39E-07
5.74E-10	4.78E+03	6.21E-07
5.76E-10	6.73E+03	8.95E-07
5.79E-10	8.74E+03	1.17E-06
5.81E-10	1.14E+04	1.55E-06
5.83E-10	1.54E+04	2.15E-06
5.85E-10	2.01E+04	2.82E-06
5.87E-10	2.52E+04	3.59E-06
5.89E-10	3.33E+04	4.85E-06
5.91E-10	4.26E+04	6.26E-06
5.93E-10	5.21E+04	7.75E-06
5.95E-10	6.66E+04	1.01E-05
5.98E-10	8.40E+04	1.29E-05
6.00E-10	1.01E+05	1.57E-05
6.02E-10	1.26E+05	1.98E-05
6.04E-10	1.57E+05	2.50E-05
6.06E-10	1.87E+05	3.00E-05
6.08E-10	2.27E+05	3.70E-05
6.10E-10	2.79E+05	4.60E-05
6.12E-10	3.30E+05	5.48E-05
6.14E-10	3.95E+05	6.65E-05
6.16E-10	4.77E+05	8.11E-05
6.19E-10	5.55E+05	9.52E-05
6.21E-10	6.56E+05	1.14E-04
6.23E-10	7.79E+05	1.37E-04
6.25E-10	8.96E+05	1.58E-04
6.27E-10	1.05E+06	1.88E-04
6.29E-10	1.23E+06	2.22E-04
6.31E-10	1.40E+06	2.49E-04
6.33E-10	1.63E+06	2.98E-04
6.35E-10	1.87E+06	3.44E-04
6.37E-10	2.12E+06	3.85E-04
6.40E-10	2.44E+06	4.58E-04
6.42E-10	2.76E+06	5.16E-04
6.44E-10	3.10E+06	5.77E-04
6.46E-10	3.52E+06	6.45E-04
6.48E-10	3.94E+06	7.53E-04
6.50E-10	4.43E+06	8.43E-04
6.52E-10	4.99E+06	9.35E-04
6.54E-10	5.53E+06	1.07E-03
6.56E-10	6.20E+06	1.20E-03
6.58E-10	6.91E+06	1.32E-03
6.60E-10	7.62E+06	1.47E-03
6.62E-10	8.50E+06	1.67E-03
6.64E-10	9.38E+06	1.83E-03
6.66E-10	1.03E+07	1.98E-03
6.68E-10	1.15E+07	2.29E-03
6.70E-10	1.25E+07	2.48E-03
6.72E-10	1.38E+07	2.70E-03
6.74E-10	1.52E+07	3.08E-03
6.76E-10	1.65E+07	3.33E-03
6.78E-10	1.81E+07	3.61E-03
6.80E-10	1.97E+07	3.89E-03
6.82E-10	2.14E+07	4.38E-03
6.84E-10	2.34E+07	4.75E-03
6.86E-10	2.52E+07	5.03E-03
6.88E-10	2.74E+07	5.68E-03
6.90E-10	2.97E+07	6.12E-03
6.92E-10	3.19E+07	6.47E-03
6.94E-10	3.45E+07	7.15E-03
6.96E-10	3.72E+07	7.77E-03
6.98E-10	3.98E+07	8.19E-03
7.00E-10	4.28E+07	8.65E-03
7.02E-10	4.59E+07	9.70E-03
7.04E-10	4.91E+07	1.03E-02
7.05E-10	5.26E+07	1.08E-02
7.07E-10	5.60E+07	1.19E-02
7.09E-10	5.99E+07	1.27E-02
7.11E-10	6.38E+07	1.33E-02
7.13E-10	6.77E+07	1.42E-02
7.15E-10	7.23E+07	1.55E-02
7.17E-10	7.67E+07	1.62E-02
7.19E-10	8.12E+07	1.68E-02
7.21E-10	8.65E+07	1.87E-02
7.23E-10	9.14E+07	1.95E-02
7.25E-10	9.67E+07	2.03E-02
7.27E-10	1.03E+08	2.23E-02
7.28E-10	1.08E+08	2.34E-02
7.30E-10	1.14E+08	2.43E-02
7.32E-10	1.21E+08	2.57E-02
7.34E-10	1.27E+08	2.77E-02
7.36E-10	1.35E+08	2.89E-02
7.38E-10	1.41E+08	2.97E-02
7.40E-10	1.49E+08	3.27E-02
7.42E-10	1.57E+08	3.41E-02
7.43E-10	1.65E+08	3.51E-02
7.45E-10	1.73E+08	3.82E-02
7.47E-10	1.82E+08	3.99E-02
7.49E-10	1.91E+08	4.10E-02
7.51E-10	2.00E+08	4.30E-02
7.53E-10	2.10E+08	4.64E-02
7.55E-10	2.20E+08	4.77E-02
7.56E-10	2.30E+08	4.90E-02
7.58E-10	2.41E+08	5.36E-02
7.60E-10	2.53E+08	5.53E-02
7.62E-10	2.64E+08	5.68E-02
7.64E-10	2.76E+08	6.14E-02
7.66E-10	2.89E+08	6.37E-02
7.67E-10	3.01E+08	6.54E-02
7.69E-10	3.14E+08	6.81E-02
7.71E-10	3.29E+08	7.32E-02
7.73E-10	3.43E+08	7.49E-02
7.75E-10	3.57E+08	7.66E-02
7.76E-10	3.73E+08	8.37E-02
7.78E-10	3.89E+08	8.60E-02
7.80E-10	4.05E+08	8.79E-02
7.82E-10	4.23E+08	9.50E-02
7.84E-10	4.41E+08	9.81E-02
7.85E-10	4.59E+08	1.00E-01
7.87E-10	4.78E+08	1.05E-01
7.89E-10	4.98E+08	1.12E-01
7.91E-10	5.19E+08	1.14E-01
7.93E-10	5.39E+08	1.16E-01
7.94E-10	5.61E+08	1.26E-01
7.96E-10	5.85E+08	1.30E-01
7.98E-10	6.07E+08	1.32E-01
8.00E-10	6.32E+08	1.43E-01
8.01E-10	6.58E+08	1.47E-01
8.03E-10	6.84E+08	1.50E-01
8.05E-10	7.11E+08	1.58E-01
8.07E-10	7.39E+08	1.66E-01
8.08E-10	7.68E+08	1.70E-01
8.10E-10	7.98E+08	1.73E-01
8.12E-10	8.29E+08	1.88E-01
8.14E-10	8.61E+08	1.92E-01
8.15E-10	8.94E+08	1.96E-01
8.17E-10	9.29E+08	2.11E-01
8.19E-10	9.65E+08	2.17E-01
8.21E-10	1.00E+09	2.21E-01
8.22E-10	1.04E+09	2.34E-01
8.24E-10	1.08E+09	2.45E-01
8.26E-10	1.12E+09	2.50E-01
8.27E-10	1.16E+09	2.55E-01
8.29E-10	1.20E+09	2.75E-01
8.31E-10	1.25E+09	2.81E-01
8.33E-10	1.29E+09	2.85E-01
8.34E-10	1.34E+09	3.08E-01
8.36E-10	1.39E+09	3.15E-01
8.38E-10	1.44E+09	3.21E-01
8.39E-10	1.49E+09	3.43E-01
8.41E-10	1.55E+09	3.52E-01
8.43E-10	1.60E+09	3.60E-01
8.45E-10	1.66E+09	3.72E-01
8.46E-10	1.72E+09	3.95E-01
8.48E-10	1.78E+09	4.02E-01
8.50E-10	1.84E+09	4.08E-01
8.51E-10	1.90E+09	4.41E-01
8.53E-10	1.97E+09	4.49E-01
8.55E-10	2.04E+09	4.56E-01
8.56E-10	2.11E+09	4.90E-01
8.58E-10	2.18E+09	5.02E-01
8.60E-10	2.26E+09	5.10E-01
8.61E-10	2.33E+09	5.38E-01
8.63E-10	2.41E+09	5.59E-01
8.65E-10	2.49E+09	5.68E-01
8.66E-10	2.58E+09	5.83E-01
8.68E-10	2.66E+09	6.21E-01
8.70E-10	2.75E+09	6.33E-01
8.71E-10	2.84E+09	6.43E-01
8.73E-10	2.94E+09	6.90E-01
8.75E-10	3.04E+09	7.03E-01
8.76E-10	3.13E+09	7.13E-01
8.78E-10	3.24E+09	7.62E-01
8.80E-10	3.34E+09	7.79E-01
8.81E-10	3.45E+09	7.93E-01
8.83E-10	3.56E+09	8.28E-01
8.85E-10	3.68E+09	8.65E-01
8.86E-10	3.79E+09	8.77E-01
8.88E-10	3.91E+09	8.92E-01
8.90E-10	4.04E+09	9.56E-01
8.91E-10	4.17E+09	9.72E-01
8.93E-10	4.29E+09	9.85E-01
8.95E-10	4.43E+09	1.06E+00
8.96E-10	4.57E+09	1.07E+00
8.98E-10	4.71E+09	1.09E+00
8.99E-10	4.86E+09	1.16E+00
9.01E-10	5.01E+09	1.19E+00
9.03E-10	5.16E+09	1.20E+00
9.04E-10	5.31E+09	1.25E+00
9.06E-10	5.48E+09	1.31E+00
9.08E-10	5.64E+09	1.33E+00
9.09E-10	5.80E+09	1.34E+00
9.11E-10	5.98E+09	1.44E+00
9.12E-10	6.16E+09	1.46E+00
9.14E-10	6.34E+09	1.48E+00
9.16E-10	6.53E+09	1.58E+00
9.17E-10	6.72E+09	1.60E+00
9.19E-10	6.91E+09	1.63E+00
9.21E-10	7.11E+09	1.73E+00
9.22E-10	7.32E+09	1.76E+00
9.23E-10	7.40E+09	7.65E-01
9.24E-10	7.59E+09	1.66E+00
9.26E-10	7.81E+09	1.90E+00
9.28E-10	8.04E+09	1.94E+00
9.29E-10	8.26E+09	1.96E+00
9.31E-10	8.50E+09	2.06E+00
9.33E-10	8.74E+09	2.12E+00
9.34E-10	8.98E+09	2.15E+00
9.36E-10	9.23E+09	2.20E+00
9.37E-10	9.48E+09	2.32E+00
9.39E-10	9.74E+09	2.35E+00
9.41E-10	1.00E+10	2.37E+00
9.42E-10	1.03E+10	2.53E+00
9.44E-10	1.06E+10	2.56E+00
9.45E-10	1.08E+10	2.59E+00
9.47E-10	1.11E+10	2.75E+00
9.49E-10	1.14E+10	2.79E+00
9.50E-10	1.17E+10	2.83E+00
9.52E-10	1.20E+10	2.97E+00
9.53E-10	1.24E+10	3.04E+00
9.55E-10	1.27E+10	3.08E+00
9.57E-10	1.30E+10	3.17E+00
9.58E-10	1.34E+10	3.32E+00
9.60E-10	1.37E+10	3.35E+00
9.61E-10	1.41E+10	3.39E+00
9.63E-10	1.44E+10	3.61E+00
9.65E-10	1.48E+10	3.66E+00
9.66E-10	1.52E+10	3.69E+00
9.68E-10	1.57E+10	3.93E+00
9.69E-10	1.61E+10	3.99E+00
9.71E-10	1.65E+10	4.04E+00
9.72E-10	1.70E+10	4.28E+00
9.74E-10	1.75E+10	4.36E+00
9.76E-10	1.79E+10	4.43E+00
9.77E-10	1.84E+10	4.60E+00
9.79E-10	1.90E+10	4.79E+00
9.80E-10	1.95E+10	4.85E+00
9.82E-10	2.00E+10	4.93E+00
9.84E-10	2.06E+10	5.24E+00
9.85E-10	2.12E+10	5.32E+00
9.87E-10	2.18E+10	5.39E+00
9.88E-10	2.25E+10	5.76E+00
9.90E-10	2.32E+10	5.87E+00
9.91E-10	2.39E+10	5.96E+00
9.92E-10	2.42E+10	2.77E+00
9.94E-10	2.49E+10	6.02E+00
9.95E-10	2.57E+10	6.52E+00
9.97E-10	2.65E+10	6.66E+00
9.98E-10	2.74E+10	7.08E+00
1.00E-09	2.83E+10	7.26E+00
1.00E-09	2.92E+10	7.39E+00
1.00E-09	3.02E+10	7.87E+00
1.00E-09	3.13E+10	8.08E+00
1.01E-09	3.23E+10	8.23E+00
1.01E-09	3.34E+10	8.58E+00
1.01E-09	3.45E+10	8.98E+00
1.01E-09	3.56E+10	9.17E+00
1.01E-09	3.68E+10	9.31E+00
1.01E-09	3.83E+10	1.01E+01
1.02E-09	4.05E+10	1.06E+01
1.02E-09	4.36E+10	1.13E+01
1.02E-09	4.81E+10	1.30E+01
1.02E-09	5.36E+10	1.45E+01
1.02E-09	5.95E+10	1.61E+01
1.02E-09	6.50E+10	1.83E+01
1.02E-09	6.88E+10	1.93E+01
1.03E-09	7.04E+10	1.95E+01
1.03E-09	6.97E+10	1.93E+01
1.03E-09	6.70E+10	1.87E+01
1.03E-09	6.30E+10	1.72E+01
1.03E-09	5.83E+10	1.55E+01
1.03E-09	5.33E+10	1.45E+01
1.04E-09	4.84E+10	1.28E+01
1.04E-09	4.38E+10	1.13E+01
1.04E-09	3.95E+10	1.03E+01
1.04E-09	3.57E+10	9.13E+00
1.04E-09	3.24E+10	8.08E+00
1.04E-09	2.93E+10	7.40E+00
1.04E-09	2.67E+10	6.64E+00
1.05E-09	2.43E+10	5.92E+00
1.05E-09	2.22E+10	5.34E+00
1.05E-09	2.02E+10	4.91E+00
1.05E-09	1.85E+10	4.39E+00
1.05E-09	1.69E+10	3.92E+00
1.05E-09	1.54E+10	3.65E+00
1.06E-09	1.40E+10	3.25E+00
1.06E-09	1.27E+10	2.90E+00
1.06E-09	1.15E+10	2.68E+00
1.06E-09	1.07E+10	1.76E+00
1.06E-09	9.70E+09	2.19E+00
1.06E-09	8.77E+09	1.94E+00
1.06E-09	7.88E+09	1.77E+00
1.07E-09	7.08E+09	1.55E+00
1.07E-09	6.35E+09	1.36E+00
1.07E-09	5.67E+09	1.24E+00
1.07E-09	5.05E+09	1.08E+00
1.07E-09	4.49E+09	9.42E-01
1.07E-09	3.98E+09	8.47E-01
1.07E-09	3.51E+09	7.36E-01
1.08E-09	3.09E+09	6.33E-01
1.08E-09	2.72E+09	5.58E-01
1.08E-09	2.38E+09	4.83E-01
1.08E-09	2.07E+09	4.11E-01
1.08E-09	1.80E+09	3.52E-01
1.08E-09	1.56E+09	3.08E-01
1.09E-09	1.34E+09	2.58E-01
1.09E-09	1.15E+09	2.16E-01
1.09E-09	9.76E+08	1.88E-01
1.09E-09	8.25E+08	1.55E-01
1.09E-09	6.94E+08	1.27E-01
1.09E-09	5.79E+08	1.08E-01
1.09E-09	4.81E+08	8.74E-02
1.10E-09	3.93E+08	6.95E-02
1.10E-09	3.21E+08	5.68E-02
1.10E-09	2.60E+08	4.56E-02
1.10E-09	2.04E+08	3.48E-02
1.10E-09	1.62E+08	2.70E-02
1.10E-09	1.28E+08	2.14E-02
1.11E-09	9.46E+07	1.54E-02
1.11E-09	7.19E+07	1.13E-02
1.11E-09	5.44E+07	8.66E-03
1.11E-09	3.81E+07	6.02E-03
1.11E-09	2.58E+07	3.81E-03
1.11E-09	1.91E+07	2.88E-03
1.11E-09	1.35E+07	2.18E-03
1.12E-09	6.56E+06	8.95E-04
1.12E-09	5.43E+06	7.81E-04
1.12E-09	5.19E+06	9.57E-04
1.12E-09	7.35E+05	8.91E-05
1.12E-09	2.44E+06	3.62E-04
1.12E-09	7.33E+06	1.59E-03
1.12E-09	3.89E+06	2.55E-04
1.12E-09	9.64E+05	1.20E-04
1.13E-09	1.16E+05	1.87E-05
1.13E-09	1.99E+04	2.79E-06
1.13E-09	5.01E+03	6.37E-07
1.13E-09	1.83E+03	2.18E-07
1.13E-09	9.17E+02	1.04E-07
1.13E-09	5.83E+02	6.46E-08
1.14E-09	4.40E+02	4.80E-08
1.14E-09	3.75E+02	4.05E-08
1.14E-09	3.46E+02	3.72E-08
1.14E-09	3.36E+02	3.61E-08
1.14E-09	3.37E+02	3.63E-08
1.14E-09	3.45E+02	3.72E-08
1.15E-09	3.59E+02	3.88E-08
1.15E-09	3.76E+02	4.08E-08
1.15E-09	3.96E+02	4.30E-08
1.15E-09	4.17E+02	4.55E-08
1.15E-09	4.40E+02	4.82E-08
1.15E-09	4.63E+02	5.09E-08
1.15E-09	4.86E+02	5.36E-08
1.16E-09	5.09E+02	5.64E-08
1.16E-09	5.33E+02	5.93E-08
1.16E-09	5.57E+02	6.22E-08
1.16E-09	5.82E+02	6.51E-08
1.16E-09	6.05E+02	6.80E-08
1.16E-09	6.29E+02	7.09E-08
1.17E-09	6.53E+02	7.38E-08
1.17E-09	6.76E+02	7.67E-08
1.17E-09	7.00E+02	7.97E-08
1.17E-09	7.24E+02	8.26E-08
1.17E-09	7.48E+02	8.55E-08
1.17E-09	7.71E+02	8.85E-08
1.18E-09	7.95E+02	9.15E-08
1.18E-09	8.19E+02	9.44E-08
1.18E-09	8.43E+02	9.71E-08
1.18E-09	8.66E+02	1.00E-07
1.18E-09	8.90E+02	1.03E-07
1.18E-09	9.12E+02	1.06E-07
1.18E-09	9.35E+02	1.09E-07
1.19E-09	9.58E+02	1.12E-07
1.19E-09	9.80E+02	1.15E-07
1.19E-09	1.00E+03	1.17E-07
1.19E-09	1.02E+03	1.20E-07
1.19E-09	1.05E+03	1.23E-07
1.19E-09	1.07E+03	1.26E-07
1.20E-09	1.09E+03	1.28E-07
1.20E-09	1.11E+03	1.31E-07
1.20E-09	1.13E+03	1.33E-07
1.20E-09	1.15E+03	1.36E-07
1.20E-09	1.17E+03	1.38E-07
1.20E-09	1.18E+03	1.41E-07
1.20E-09	1.20E+03	1.43E-07
1.21E-09	1.22E+03	1.45E-07
1.21E-09	1.23E+03	1.47E-07
1.21E-09	1.25E+03	1.49E-07
1.21E-09	1.26E+03	1.51E-07
1.21E-09	1.28E+03	1.53E-07
1.21E-09	1.29E+03	1.55E-07
1.22E-09	1.31E+03	1.57E-07
1.22E-09	1.32E+03	1.59E-07
1.22E-09	1.34E+03	1.61E-07
1.22E-09	1.35E+03	1.63E-07
1.22E-09	1.36E+03	1.65E-07
1.22E-09	1.38E+03	1.67E-07
1.23E-09	1.39E+03	1.68E-07
1.23E-09	1.41E+03	1.70E-07
